date,home_team,away_team,home_elo,away_elo
2015-1,FC Inter,SJK,1495.8,1504.2
2015-10,FC Lahti,IFK Mariehamn,1480.8,1519.2
2015-100,FF Jaro,VPS,1510.8,1489.2
2015-101,Ilves,KuPS,1510.8,1489.2
2015-102,SJK,FC KTP,1514.8,1489.4
2015-103,FC Inter,IFK Mariehamn,1492.5,1522.5
2015-104,FC Lahti,Ilves,1492.8,1498.8
2015-105,IFK Mariehamn,FF Jaro,1532.8,1500.5
2015-106,KuPS,FC Inter,1485.1,1496.6
2015-107,SJK,HIFK,1525.0,1489.8
2015-108,VPS,RoPS,1485.4,1503.8
2015-109,FF Jaro,HIFK,1480.8,1509.4
2015-11,FF Jaro,SJK,1463.4,1542.4
2015-110,HJK,FC KTP,1510.4,1479.0
2015-111,FC Inter,FC Lahti,1477.3,1512.2
2015-112,Ilves,SJK,1496.4,1544.8
2015-113,RoPS,IFK Mariehamn,1500.7,1535.8
2015-114,HIFK,Ilves,1504.7,1501.1
2015-115,SJK,FC Inter,1523.1,1499.0
2015-116,FC Lahti,FF Jaro,1506.1,1469.5
2015-117,KuPS,RoPS,1496.6,1489.3
2015-118,FC KTP,VPS,1475.0,1489.4
2015-119,FF Jaro,SJK,1482.5,1510.1
2015-12,HIFK,HJK,1500.7,1514.4
2015-120,Ilves,FC KTP,1510.9,1465.3
2015-121,KuPS,HIFK,1507.5,1489.8
2015-122,RoPS,FC Lahti,1470.8,1524.6
2015-123,VPS,IFK Mariehamn,1502.1,1523.1
2015-124,FC Inter,Ilves,1480.3,1529.6
2015-125,HJK,FC Lahti,1525.6,1513.4
2015-126,IFK Mariehamn,FC KTP,1501.7,1486.6
2015-127,RoPS,SJK,1483.2,1497.7
2015-128,VPS,KuPS,1498.1,1511.5
2015-129,FC Lahti,VPS,1508.6,1502.9
2015-13,Ilves,FC KTP,1523.7,1492.5
2015-130,Ilves,FF Jaro,1533.0,1473.3
2015-131,HIFK,RoPS,1485.3,1487.7
2015-132,FC KTP,FC Inter,1502.8,1469.9
2015-133,KuPS,IFK Mariehamn,1506.9,1506.3
2015-134,RoPS,Ilves,1485.3,1535.3
2015-135,FF Jaro,FC Inter,1469.0,1474.3
2015-136,IFK Mariehamn,FC Lahti,1487.2,1527.7
2015-137,KuPS,FC KTP,1502.6,1507.2
2015-138,VPS,SJK,1483.5,1517.1
2015-139,HJK,HIFK,1519.8,1491.0
2015-14,KuPS,VPS,1512.6,1473.4
2015-140,SJK,KuPS,1527.7,1502.0
2015-141,VPS,FC Lahti,1486.5,1514.7
2015-142,FC Inter,RoPS,1485.5,1474.1
2015-143,FC KTP,FF Jaro,1516.5,1459.6
2015-144,FC Lahti,KuPS,1525.0,1491.7
2015-145,HIFK,VPS,1501.7,1475.9
2015-146,Ilves,HJK,1545.5,1509.6
2015-147,SJK,IFK Mariehamn,1537.0,1478.0
2015-148,FC Lahti,FC KTP,1535.5,1506.0
2015-149,HJK,FC Inter,1489.5,1505.7
2015-15,RoPS,FC Inter,1456.2,1523.6
2015-150,IFK Mariehamn,HIFK,1489.7,1489.9
2015-151,KuPS,SJK,1489.3,1539.3
2015-152,RoPS,FF Jaro,1452.1,1463.7
2015-153,VPS,Ilves,1489.6,1531.8
2015-154,SJK,FC Lahti,1535.0,1539.8
2015-155,FF Jaro,HJK,1460.5,1492.6
2015-156,Ilves,IFK Mariehamn,1511.0,1510.5
2015-157,FC Inter,VPS,1518.1,1495.1
2015-158,FC KTP,RoPS,1484.8,1473.3
2015-159,HIFK,KuPS,1470.7,1508.6
2015-16,FF Jaro,Ilves,1473.4,1498.1
2015-160,FF Jaro,IFK Mariehamn,1470.7,1513.2
2015-161,HIFK,VPS,1452.5,1513.3
2015-162,Ilves,KuPS,1509.3,1497.4
2015-163,FC KTP,SJK,1467.7,1552.1
2015-164,FC Lahti,HIFK,1517.4,1474.8
2015-165,HJK,RoPS,1472.7,1493.3
2015-166,KuPS,Ilves,1478.6,1528.1
2015-167,VPS,FF Jaro,1522.5,1461.6
2015-168,IFK Mariehamn,FC Inter,1494.2,1537.1
2015-169,SJK,HJK,1560.0,1464.8
2015-17,HJK,FC KTP,1475.7,1456.7
2015-170,FF Jaro,KuPS,1458.0,1482.1
2015-171,HIFK,FC KTP,1469.9,1461.7
2015-172,FC KTP,HJK,1458.0,1479.4
2015-173,Ilves,FC Lahti,1508.4,1537.0
2015-174,RoPS,VPS,1505.3,1510.5
2015-175,HIFK,SJK,1484.5,1545.4
2015-176,FC Inter,KuPS,1545.8,1473.4
2015-177,IFK Mariehamn,HJK,1474.4,1499.1
2015-178,FC KTP,HIFK,1469.9,1472.6
2015-179,FC Lahti,FC Inter,1548.2,1534.6
2015-18,RoPS,HIFK,1514.8,1463.1
2015-180,KuPS,FF Jaro,1483.6,1447.9
2015-181,SJK,Ilves,1554.8,1499.1
2015-182,VPS,HJK,1490.8,1518.8
2015-183,IFK Mariehamn,RoPS,1486.9,1502.4
2015-184,FC Inter,FF Jaro,1542.3,1440.2
2015-185,HIFK,FC Lahti,1462.5,1548.8
2015-186,Ilves,VPS,1479.5,1510.3
2015-187,FC Inter,SJK,1523.6,1573.5
2015-188,FF Jaro,FC Lahti,1440.6,1548.5
2015-189,HJK,IFK Mariehamn,1528.4,1477.3
2015-19,VPS,IFK Mariehamn,1489.9,1497.8
2015-190,Ilves,HIFK,1459.7,1482.3
2015-191,RoPS,KuPS,1512.4,1473.6
2015-192,VPS,FC KTP,1484.9,1474.9
2015-193,FC KTP,Ilves,1455.1,1479.5
2015-194,FC Lahti,RoPS,1527.9,1533.0
2015-195,HIFK,FC Inter,1494.8,1511.1
2015-196,IFK Mariehamn,VPS,1508.1,1474.6
2015-197,KuPS,HJK,1456.6,1545.3
2015-198,SJK,FF Jaro,1579.7,1434.4
2015-2,FC Lahti,FC KTP,1521.0,1462.0
2015-20,FC KTP,VPS,1473.3,1463.3
2015-21,FC Lahti,FC Inter,1516.4,1515.7
2015-22,HJK,FF Jaro,1552.2,1427.5
2015-23,IFK Mariehamn,KuPS,1501.9,1462.8
2015-24,Ilves,RoPS,1462.5,1550.0
2015-25,SJK,HIFK,1587.4,1487.1
2015-26,FC Lahti,SJK,1530.1,1573.6
2015-27,FF Jaro,RoPS,1413.5,1564.0
2015-28,HIFK,FC Inter,1499.1,1503.7
2015-29,IFK Mariehamn,FC KTP,1511.6,1463.6
2015-3,FF Jaro,IFK Mariehamn,1413.4,1511.7
2015-30,KuPS,HJK,1477.3,1537.6
2015-31,VPS,Ilves,1444.1,1481.7
2015-32,FC Inter,FF Jaro,1511.2,1405.9
2015-33,HJK,VPS,1545.0,1436.6
2015-34,SJK,KuPS,1581.0,1470.0
2015-35,HJK,IFK Mariehamn,1554.5,1502.2
2015-36,Ilves,HIFK,1478.2,1502.6
2015-37,SJK,VPS,1586.9,1430.7
2015-38,FC Inter,FC KTP,1520.2,1454.6
2015-39,FF Jaro,FC Lahti,1406.9,1529.1
2015-4,RoPS,HJK,1544.5,1574.1
2015-40,RoPS,KuPS,1552.5,1461.9
2015-41,FC KTP,SJK,1456.0,1585.5
2015-42,FC Lahti,RoPS,1510.8,1570.8
2015-43,HIFK,FF Jaro,1509.9,1399.6
2015-44,IFK Mariehamn,Ilves,1512.0,1468.3
2015-45,KuPS,FC Inter,1460.2,1522.0
2015-46,VPS,HJK,1432.6,1572.3
2015-47,IFK Mariehamn,RoPS,1525.3,1557.5
2015-48,KuPS,FC Lahti,1443.0,1528.0
2015-49,SJK,Ilves,1592.2,1461.7
2015-5,FC Inter,Ilves,1530.5,1453.1
2015-50,FC KTP,HIFK,1439.0,1526.9
2015-51,HJK,FC Inter,1581.5,1521.3
2015-52,VPS,FF Jaro,1412.1,1420.1
2015-53,Ilves,FC Lahti,1467.0,1514.0
2015-54,FF Jaro,FC KTP,1401.6,1457.5
2015-55,SJK,HJK,1572.5,1601.1
2015-56,FC Inter,IFK Mariehamn,1517.3,1529.3
2015-57,HIFK,KuPS,1519.6,1450.3
2015-58,FC KTP,FC Lahti,1455.6,1515.9
2015-59,HJK,KuPS,1591.8,1459.6
2015-6,FC KTP,KuPS,1436.6,1478.6
2015-60,RoPS,VPS,1563.4,1406.3
2015-61,FC Lahti,HIFK,1526.8,1508.7
2015-62,HJK,Ilves,1598.3,1460.6
2015-63,IFK Mariehamn,SJK,1511.9,1590.0
2015-64,RoPS,FC KTP,1569.8,1430.2
2015-65,VPS,FC Inter,1421.7,1501.8
2015-66,Ilves,FC Inter,1473.1,1489.3
2015-67,FC Lahti,HJK,1525.6,1599.5
2015-68,HIFK,FF Jaro,1500.7,1409.6
2015-69,KuPS,VPS,1472.3,1428.1
2015-7,HJK,FC Lahti,1592.6,1532.6
2015-70,SJK,RoPS,1570.0,1589.8
2015-71,FC KTP,IFK Mariehamn,1414.4,1527.7
2015-72,FF Jaro,Ilves,1423.1,1459.6
2015-73,HIFK,RoPS,1500.2,1590.3
2015-74,FC Inter,FC KTP,1497.4,1406.3
2015-75,HJK,SJK,1602.5,1560.1
2015-76,IFK Mariehamn,KuPS,1506.4,1493.6
2015-77,VPS,FC Lahti,1443.3,1517.4
2015-78,FC Inter,HIFK,1508.3,1489.3
2015-79,FC KTP,KuPS,1420.8,1479.1
2015-8,IFK Mariehamn,HIFK,1501.5,1494.2
2015-80,FC Lahti,IFK Mariehamn,1512.5,1506.3
2015-81,HJK,FF Jaro,1607.5,1418.1
2015-82,RoPS,Ilves,1596.6,1453.4
2015-83,SJK,VPS,1566.8,1436.6
2015-84,FF Jaro,FC KTP,1414.0,1424.9
2015-85,IFK Mariehamn,SJK,1504.6,1568.5
2015-86,KuPS,FC Lahti,1491.3,1500.4
2015-87,RoPS,FC Inter,1589.1,1515.7
2015-88,VPS,HIFK,1419.8,1511.0
2015-89,Ilves,HJK,1455.7,1605.2
2015-9,SJK,RoPS,1580.1,1577.5
2015-90,FF Jaro,RoPS,1401.7,1589.8
2015-91,HIFK,IFK Mariehamn,1506.5,1509.1
2015-92,FC Inter,HJK,1530.2,1590.6
2015-93,IFK Mariehamn,Ilves,1502.9,1461.9
2015-94,KuPS,FF Jaro,1468.8,1424.1
2015-95,VPS,FC Inter,1420.2,1529.8
2015-96,FC KTP,RoPS,1427.7,1587.0
2015-97,FC Lahti,SJK,1514.5,1566.0
2015-98,HJK,HIFK,1583.3,1513.8
2015-99,RoPS,HJK,1597.7,1572.7
